pdf_file,text_file,status,returncode,stderr
data/original/articles/s13321-018-0315-6.pdf,data/processed/articles/raw/s13321-018-0315-6.txt,ok,0,
data/original/articles/s13321-019-0384-1.pdf,data/processed/articles/raw/s13321-019-0384-1.txt,ok,0,
data/original/articles/s13321-020-00435-6.pdf,data/processed/articles/raw/s13321-020-00435-6.txt,ok,0,
data/original/articles/s41592-018-0216-7.pdf,data/processed/articles/raw/s41592-018-0216-7.txt,ok,0,Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight Syntax Warning: Invalid Font Weight
data/original/articles/sustainability-12-04776-v2.pdf,data/processed/articles/raw/sustainability-12-04776-v2.txt,ok,0,
data/original/articles/sustainability_13_03836.pdf,data/processed/articles/raw/sustainability_13_03836.txt,ok,0,
data/original/articles/sustainability_15_05443.pdf,data/processed/articles/raw/sustainability_15_05443.txt,ok,0,
data/original/articles/swb_2023_1302.pdf,data/processed/articles/raw/swb_2023_1302.txt,ok,0,
data/original/articles/teachopencadd-knime-a-teaching-platform-for-computer-aided-drug-design-using-knime-workflows.pdf,data/processed/articles/raw/teachopencadd-knime-a-teaching-platform-for-computer-aided-drug-design-using-knime-workflows.txt,ok,0,
data/original/articles/thesai_specialissue_010304.pdf,data/processed/articles/raw/thesai_specialissue_010304.txt,ok,0,
data/original/articles/water-15-02004.pdf,data/processed/articles/raw/water-15-02004.txt,ok,0,
